order_id,date,day_name,hour,daypart,service_mode,payment_type,items,order_revenue,discount,order_size
120589,2025-04-22,Tuesday,17,Afternoon,Takeout,Cash,2,10.29,0.0,2 Items
120590,2025-06-20,Friday,16,Afternoon,Dine-In,Card,1,3.35,0.0,1 Item
120591,2025-06-11,Wednesday,1,Late Night,Drive-Thru,Card,3,6.37,0.0,3 Items
120592,2025-05-04,Sunday,11,Morning,Dine-In,MobilePay,2,4.99,0.0,2 Items
120593,2025-04-25,Friday,16,Afternoon,Dine-In,Cash,3,9.59,0.0,3 Items
120594,2025-06-21,Saturday,21,Dinner,Dine-In,Card,1,5.13,0.0,1 Item
120595,2025-07-15,Tuesday,13,Lunch,Delivery,Card,1,10.36,0.0,1 Item
120596,2025-06-18,Wednesday,11,Lunch,Delivery,GiftCard,1,9.98,0.0,1 Item
120597,2025-06-22,Sunday,11,Lunch,Dine-In,Card,1,5.65,0.0,1 Item
120598,2025-07-20,Sunday,20,Dinner,Delivery,MobilePay,1,3.47,0.0,1 Item
120599,2025-06-28,Saturday,10,Morning,Takeout,Cash,2,8.16,0.0,2 Items
120600,2025-06-17,Tuesday,22,Late Night,Delivery,Card,1,3.62,0.0,1 Item
120601,2025-05-01,Thursday,6,Breakfast,Drive-Thru,Cash,1,1.83,0.0,1 Item
120602,2025-06-27,Friday,14,Lunch,Dine-In,Card,1,5.23,0.0,1 Item
120603,2025-06-14,Saturday,6,Breakfast,Takeout,Cash,1,1.65,0.0,1 Item
120604,2025-04-22,Tuesday,19,Dinner,Dine-In,Card,1,11.17,0.0,1 Item
120605,2025-04-15,Tuesday,6,Breakfast,Dine-In,Cash,1,2.47,0.0,1 Item
120606,2025-07-02,Wednesday,15,Afternoon,Drive-Thru,Card,1,3.85,0.0,1 Item
120607,2025-04-15,Tuesday,20,Dinner,Drive-Thru,Cash,1,9.08,0.0,1 Item
120608,2025-04-11,Friday,21,Dinner,Delivery,MobilePay,1,7.45,0.0,1 Item
120609,2025-05-28,Wednesday,14,Lunch,Unknown,Card,1,6.42,0.0,1 Item
120610,2025-06-09,Monday,23,Late Night,Drive-Thru,Card,1,1.6,0.0,1 Item
120611,2025-05-18,Sunday,10,Morning,Takeout,Unknown,1,3.47,0.0,1 Item
120612,2025-06-26,Thursday,15,Afternoon,Takeout,Cash,1,2.95,0.0,1 Item
120613,2025-06-18,Wednesday,13,Lunch,Delivery,Card,2,7.99,0.82,2 Items
120614,2025-05-27,Tuesday,11,Lunch,Dine-In,MobilePay,1,12.27,0.0,1 Item
120615,2025-06-03,Tuesday,14,Lunch,Dine-In,Cash,2,10.79,0.0,2 Items
120616,2025-06-25,Wednesday,11,Lunch,Delivery,Card,1,9.14,0.0,1 Item
120617,2025-07-04,Friday,11,Morning,Dine-In,Unknown,1,4.19,0.0,1 Item
120618,2025-07-24,Thursday,18,Dinner,Dine-In,Card,1,5.05,0.0,1 Item
120619,2025-05-23,Friday,15,Afternoon,Dine-In,MobilePay,1,1.9,0.0,1 Item
120620,2025-04-17,Thursday,5,Breakfast,Takeout,Cash,2,7.49,1.21,2 Items
120621,2025-06-21,Saturday,13,Lunch,Drive-Thru,Card,2,11.07,0.0,2 Items
120622,2025-07-12,Saturday,12,Lunch,Dine-In,Cash,1,6.22,0.65,1 Item
120623,2025-08-06,Wednesday,20,Dinner,Drive-Thru,Card,2,21.21,0.0,2 Items
120624,2025-07-05,Saturday,18,Dinner,Dine-In,MobilePay,1,11.05,0.0,1 Item
120625,2025-04-30,Wednesday,20,Dinner,Delivery,MobilePay,1,9.36,0.0,1 Item
120626,2025-05-20,Tuesday,5,Breakfast,Drive-Thru,Card,1,2.57,0.42,1 Item
120627,2025-04-19,Saturday,20,Dinner,Takeout,Cash,1,10.67,0.0,1 Item
120628,2025-06-26,Thursday,17,Afternoon,Dine-In,MobilePay,1,2.15,0.0,1 Item
120629,2025-06-30,Monday,11,Morning,Takeout,Card,1,1.88,0.0,1 Item
120630,2025-05-23,Friday,0,Late Night,Drive-Thru,GiftCard,1,4.24,0.0,1 Item
120631,2025-04-24,Thursday,1,Late Night,Takeout,MobilePay,1,4.77,0.0,1 Item
120632,2025-07-04,Friday,7,Breakfast,Drive-Thru,Cash,1,3.55,0.0,1 Item
120633,2025-04-25,Friday,9,Breakfast,Dine-In,Cash,1,1.94,0.0,1 Item
120634,2025-07-03,Thursday,14,Lunch,Drive-Thru,Card,1,8.46,0.0,1 Item
120635,2025-08-06,Wednesday,11,Morning,Takeout,Card,1,1.66,0.0,1 Item
120636,2025-04-24,Thursday,14,Lunch,Drive-Thru,Cash,1,5.09,0.0,1 Item
120637,2025-04-30,Wednesday,21,Dinner,Dine-In,Cash,1,6.04,0.0,1 Item
120638,2025-07-19,Saturday,19,Dinner,Drive-Thru,Unknown,1,8.6,0.0,1 Item
120639,2025-05-23,Friday,13,Lunch,Dine-In,Card,2,18.58,0.0,2 Items
120640,2025-05-10,Saturday,8,Breakfast,Takeout,Card,1,4.64,0.0,1 Item
120641,2025-04-18,Friday,15,Afternoon,Dine-In,Card,1,3.65,0.0,1 Item
120642,2025-07-05,Saturday,19,Dinner,Dine-In,MobilePay,1,9.52,0.0,1 Item
120643,2025-07-13,Sunday,18,Dinner,Delivery,Card,1,8.28,0.0,1 Item
120644,2025-06-20,Friday,11,Morning,Delivery,Card,1,2.99,0.0,1 Item
120645,2025-05-13,Tuesday,13,Lunch,Takeout,Card,1,5.98,0.0,1 Item
120646,2025-04-12,Saturday,11,Lunch,Takeout,Card,2,16.73,0.0,2 Items
120647,2025-05-11,Sunday,0,Late Night,Dine-In,Cash,1,4.87,0.0,1 Item
120648,2025-05-23,Friday,12,Lunch,Dine-In,MobilePay,1,4.67,0.0,1 Item
120649,2025-05-15,Thursday,13,Lunch,Dine-In,GiftCard,1,10.46,0.0,1 Item
120650,2025-06-14,Saturday,5,Breakfast,Dine-In,Card,1,5.01,0.0,1 Item
120651,2025-07-17,Thursday,18,Dinner,Delivery,GiftCard,1,11.24,0.0,1 Item
120652,2025-05-07,Wednesday,19,Dinner,Takeout,Card,1,6.21,0.0,1 Item
120653,2025-05-03,Saturday,14,Lunch,Delivery,Card,1,5.01,0.0,1 Item
120654,2025-05-06,Tuesday,13,Lunch,Drive-Thru,Card,1,10.46,0.0,1 Item
120655,2025-07-27,Sunday,13,Lunch,Dine-In,Card,1,6.59,0.0,1 Item
120656,2025-05-08,Thursday,16,Afternoon,Dine-In,Cash,1,2.35,0.0,1 Item
120657,2025-08-06,Wednesday,12,Lunch,Drive-Thru,MobilePay,3,5.59,0.0,3 Items
120658,2025-06-12,Thursday,21,Dinner,Dine-In,Card,1,2.9,0.0,1 Item
120659,2025-06-26,Thursday,11,Lunch,Delivery,Card,2,10.52,0.0,2 Items
120660,2025-05-08,Thursday,21,Dinner,Takeout,Card,1,9.63,0.0,1 Item
120661,2025-05-19,Monday,19,Dinner,Dine-In,Card,1,8.84,0.0,1 Item
120662,2025-05-14,Wednesday,9,Breakfast,Takeout,Card,2,3.99,0.0,2 Items
120663,2025-08-03,Sunday,13,Lunch,Drive-Thru,Card,2,5.45,0.0,2 Items
120664,2025-06-27,Friday,10,Breakfast,Dine-In,MobilePay,1,1.53,0.35,1 Item
120665,2025-08-06,Wednesday,20,Dinner,Takeout,Card,1,5.78,0.0,1 Item
120666,2025-07-05,Saturday,13,Lunch,Delivery,MobilePay,2,10.41,0.0,2 Items
120667,2025-05-09,Friday,11,Lunch,Delivery,Card,1,6.15,0.0,1 Item
120668,2025-06-01,Sunday,15,Afternoon,Dine-In,Cash,2,4.06,0.0,2 Items
120669,2025-08-07,Thursday,14,Lunch,Dine-In,Card,1,11.38,0.0,1 Item
120670,2025-06-28,Saturday,17,Afternoon,Drive-Thru,Card,1,3.8,0.0,1 Item
120671,2025-05-21,Wednesday,1,Late Night,Dine-In,Cash,2,4.47,0.0,2 Items
120672,2025-07-04,Friday,21,Dinner,Drive-Thru,Card,1,9.93,0.0,1 Item
120673,2025-06-25,Wednesday,12,Lunch,Takeout,Card,2,11.04,0.0,2 Items
120674,2025-06-13,Friday,19,Dinner,Dine-In,Card,1,8.83,0.0,1 Item
120675,2025-05-23,Friday,10,Morning,Delivery,MobilePay,1,3.25,0.0,1 Item
120676,2025-04-23,Wednesday,19,Dinner,Drive-Thru,Card,1,8.45,0.0,1 Item
120677,2025-06-11,Wednesday,18,Dinner,Drive-Thru,MobilePay,2,6.48,0.31,2 Items
120678,2025-06-02,Monday,18,Dinner,Delivery,GiftCard,2,16.56,3.9,2 Items
120679,2025-04-23,Wednesday,7,Breakfast,Drive-Thru,Cash,1,3.1,0.0,1 Item
120680,2025-05-05,Monday,20,Dinner,Delivery,Card,1,8.53,0.88,1 Item
120681,2025-07-20,Sunday,0,Late Night,Delivery,Card,1,2.71,0.0,1 Item
120682,2025-06-05,Thursday,14,Lunch,Drive-Thru,GiftCard,1,9.95,0.0,1 Item
120683,2025-07-01,Tuesday,12,Lunch,Dine-In,MobilePay,1,10.84,0.0,1 Item
120684,2025-08-05,Tuesday,14,Lunch,Drive-Thru,Card,2,11.32,0.0,2 Items
120685,2025-05-10,Saturday,11,Morning,Drive-Thru,Card,2,8.12,0.82,2 Items
120686,2025-05-01,Thursday,11,Lunch,Delivery,Card,1,6.05,0.0,1 Item
120687,2025-07-16,Wednesday,21,Dinner,Drive-Thru,Cash,1,8.92,0.0,1 Item
120688,2025-05-05,Monday,6,Breakfast,Takeout,GiftCard,1,4.21,0.0,1 Item
120689,2025-05-04,Sunday,19,Dinner,Takeout,Card,1,9.85,0.0,1 Item
120690,2025-06-04,Wednesday,14,Lunch,Drive-Thru,Cash,2,15.68,0.0,2 Items
120691,2025-05-04,Sunday,16,Afternoon,Drive-Thru,Card,3,10.08,0.0,3 Items
120692,2025-04-30,Wednesday,14,Lunch,Takeout,Card,1,6.47,0.0,1 Item
120693,2025-04-15,Tuesday,17,Afternoon,Dine-In,Cash,1,3.57,0.0,1 Item
120694,2025-04-20,Sunday,19,Dinner,Delivery,Card,1,9.63,0.0,1 Item
120695,2025-06-24,Tuesday,1,Late Night,Takeout,Card,1,6.75,0.0,1 Item
120696,2025-04-25,Friday,18,Dinner,Takeout,Cash,2,4.36,0.0,2 Items
120697,2025-06-05,Thursday,5,Breakfast,Takeout,Cash,1,1.79,0.0,1 Item
120698,2025-06-03,Tuesday,14,Lunch,Takeout,Card,1,10.16,0.0,1 Item
120699,2025-05-28,Wednesday,20,Dinner,Delivery,Card,1,5.83,0.0,1 Item
120700,2025-04-13,Sunday,19,Dinner,Dine-In,Card,3,6.17,0.0,3 Items
120701,2025-04-22,Tuesday,19,Dinner,Takeout,Card,1,6.87,0.0,1 Item
120702,2025-07-14,Monday,11,Lunch,Takeout,Card,1,5.91,0.0,1 Item
120703,2025-05-12,Monday,10,Morning,Drive-Thru,MobilePay,1,0.0,0.0,1 Item
120704,2025-04-29,Tuesday,6,Breakfast,Drive-Thru,Card,1,2.84,0.0,1 Item
120705,2025-07-14,Monday,7,Breakfast,Takeout,MobilePay,1,4.4,1.04,1 Item
120706,2025-07-28,Monday,5,Breakfast,Dine-In,Card,3,9.92,0.0,3 Items
120707,2025-05-17,Saturday,9,Breakfast,Drive-Thru,Card,1,4.47,0.0,1 Item
120708,2025-07-08,Tuesday,10,Morning,Takeout,Cash,1,2.21,0.0,1 Item
120709,2025-04-30,Wednesday,15,Afternoon,Dine-In,Card,1,3.5,0.0,1 Item
120710,2025-07-07,Monday,14,Lunch,Dine-In,MobilePay,2,11.03,0.0,2 Items
120711,2025-06-24,Tuesday,8,Breakfast,Drive-Thru,Card,1,3.07,0.0,1 Item
120712,2025-04-27,Sunday,10,Morning,Delivery,MobilePay,1,2.72,0.0,1 Item
120713,2025-07-20,Sunday,5,Breakfast,Drive-Thru,MobilePay,1,2.14,0.0,1 Item
120714,2025-04-17,Thursday,1,Late Night,Takeout,MobilePay,1,4.77,0.0,1 Item
120715,2025-07-20,Sunday,14,Lunch,Dine-In,MobilePay,1,5.18,0.0,1 Item
120716,2025-08-08,Friday,18,Dinner,Takeout,Cash,1,9.91,0.0,1 Item
120717,2025-08-04,Monday,21,Dinner,Dine-In,Cash,1,9.34,0.0,1 Item
120718,2025-07-10,Thursday,21,Dinner,Drive-Thru,Card,2,21.09,0.0,2 Items
120719,2025-04-28,Monday,8,Breakfast,Takeout,Cash,1,5.44,0.0,1 Item
120720,2025-05-26,Monday,17,Afternoon,Dine-In,GiftCard,2,6.32,0.0,2 Items
120721,2025-05-21,Wednesday,21,Dinner,Dine-In,Cash,1,4.16,0.0,1 Item
120722,2025-05-01,Thursday,10,Morning,Delivery,Card,1,3.13,0.0,1 Item
120723,2025-05-23,Friday,12,Lunch,Dine-In,MobilePay,1,5.14,0.0,1 Item
120724,2025-07-19,Saturday,20,Dinner,Dine-In,Card,1,9.18,0.0,1 Item
120725,2025-07-22,Tuesday,20,Dinner,Takeout,MobilePay,1,6.08,0.0,1 Item
120726,2025-05-16,Friday,13,Lunch,Dine-In,Cash,1,7.84,0.0,1 Item
120727,2025-05-29,Thursday,12,Lunch,Drive-Thru,Card,1,10.16,0.0,1 Item
120728,2025-07-31,Thursday,12,Lunch,Drive-Thru,Cash,1,10.64,0.0,1 Item
120729,2025-05-19,Monday,19,Dinner,Delivery,Card,1,9.38,0.0,1 Item
120730,2025-06-25,Wednesday,5,Breakfast,Drive-Thru,MobilePay,1,2.39,0.0,1 Item
120731,2025-04-29,Tuesday,11,Morning,Takeout,Cash,1,3.24,0.0,1 Item
120732,2025-07-09,Wednesday,19,Dinner,Dine-In,MobilePay,1,10.3,0.0,1 Item
120733,2025-05-11,Sunday,14,Lunch,Takeout,Card,3,15.03,0.0,3 Items
120734,2025-06-23,Monday,5,Breakfast,Drive-Thru,Card,1,4.86,0.0,1 Item
120735,2025-07-28,Monday,23,Late Night,Drive-Thru,MobilePay,1,3.24,0.0,1 Item
120736,2025-07-27,Sunday,20,Dinner,Delivery,Card,1,6.32,0.0,1 Item
120737,2025-08-01,Friday,16,Afternoon,Dine-In,GiftCard,1,1.98,0.0,1 Item
120738,2025-05-18,Sunday,7,Breakfast,Drive-Thru,Cash,1,4.46,0.0,1 Item
120739,2025-05-30,Friday,8,Breakfast,Takeout,GiftCard,1,2.99,0.0,1 Item
120740,2025-06-02,Monday,18,Dinner,Takeout,Card,1,8.9,0.0,1 Item
120741,2025-05-10,Saturday,20,Dinner,Dine-In,Unknown,2,17.79,0.0,2 Items
120742,2025-04-26,Saturday,23,Late Night,Drive-Thru,Card,1,5.95,0.0,1 Item
120743,2025-08-08,Friday,14,Lunch,Takeout,MobilePay,1,6.94,0.0,1 Item
120744,2025-04-16,Wednesday,8,Breakfast,Delivery,Card,2,5.89,0.0,2 Items
120745,2025-05-30,Friday,1,Late Night,Drive-Thru,Card,1,2.59,0.0,1 Item
120746,2025-05-03,Saturday,11,Lunch,Takeout,GiftCard,1,9.8,1.01,1 Item
120747,2025-07-21,Monday,13,Lunch,Dine-In,Cash,2,10.54,1.07,2 Items
120748,2025-06-02,Monday,11,Lunch,Dine-In,MobilePay,1,5.46,0.0,1 Item
120749,2025-07-31,Thursday,15,Afternoon,Drive-Thru,MobilePay,1,3.78,0.0,1 Item
120750,2025-04-19,Saturday,13,Lunch,Dine-In,Cash,2,3.52,0.0,2 Items
120751,2025-07-24,Thursday,0,Late Night,Delivery,Card,1,3.27,0.0,1 Item
120752,2025-06-11,Wednesday,14,Lunch,Dine-In,Card,1,8.68,0.0,1 Item
120753,2025-04-11,Friday,14,Lunch,Dine-In,Cash,1,6.2,0.0,1 Item
120754,2025-04-12,Saturday,11,Lunch,Drive-Thru,Card,1,4.5,0.0,1 Item
120755,2025-04-15,Tuesday,13,Lunch,Drive-Thru,Card,1,11.35,0.0,1 Item
120756,2025-07-05,Saturday,17,Afternoon,Dine-In,Card,1,2.39,0.0,1 Item
120757,2025-05-27,Tuesday,19,Dinner,Dine-In,Card,1,8.49,1.41,1 Item
120758,2025-06-29,Sunday,0,Late Night,Drive-Thru,Card,1,3.21,0.0,1 Item
120759,2025-04-16,Wednesday,12,Lunch,Dine-In,Card,1,9.64,0.0,1 Item
120760,2025-08-07,Thursday,20,Dinner,Drive-Thru,Card,1,4.71,0.0,1 Item
120761,2025-06-08,Sunday,13,Lunch,Drive-Thru,MobilePay,1,4.82,0.0,1 Item
120762,2025-04-29,Tuesday,6,Breakfast,Drive-Thru,Card,1,5.32,0.0,1 Item
120763,2025-05-06,Tuesday,10,Morning,Delivery,Card,1,1.34,0.21,1 Item
120764,2025-05-15,Thursday,11,Lunch,Takeout,Card,2,3.95,0.0,2 Items
120765,2025-05-20,Tuesday,9,Breakfast,Takeout,Cash,1,1.85,0.0,1 Item
120766,2025-04-16,Wednesday,11,Lunch,Drive-Thru,Card,1,10.62,0.0,1 Item
120767,2025-05-08,Thursday,16,Afternoon,Delivery,Card,1,2.03,0.0,1 Item
120768,2025-04-16,Wednesday,14,Lunch,Dine-In,Unknown,1,8.75,0.0,1 Item
120769,2025-07-13,Sunday,22,Late Night,Delivery,Card,1,7.12,0.0,1 Item
120770,2025-05-16,Friday,11,Lunch,Dine-In,Unknown,1,9.48,0.0,1 Item
120771,2025-07-25,Friday,12,Lunch,Dine-In,Card,1,9.55,0.0,1 Item
120772,2025-04-16,Wednesday,16,Afternoon,Takeout,Cash,1,3.02,0.0,1 Item
120773,2025-04-19,Saturday,11,Lunch,Dine-In,Card,2,19.31,0.0,2 Items
120774,2025-08-02,Saturday,21,Dinner,Delivery,Card,1,11.12,0.0,1 Item
120775,2025-05-25,Sunday,22,Late Night,Dine-In,MobilePay,2,4.03,0.0,2 Items
120776,2025-06-11,Wednesday,6,Breakfast,Takeout,Card,2,7.64,0.0,2 Items
120777,2025-06-29,Sunday,9,Breakfast,Dine-In,MobilePay,1,3.19,0.0,1 Item
120778,2025-06-05,Thursday,5,Breakfast,Drive-Thru,Card,1,1.64,0.0,1 Item
120779,2025-06-01,Sunday,11,Lunch,Delivery,Card,1,6.39,0.0,1 Item
120780,2025-04-24,Thursday,10,Breakfast,Dine-In,Card,2,4.17,0.0,2 Items
120781,2025-05-12,Monday,16,Afternoon,Dine-In,Cash,1,2.66,0.43,1 Item
120782,2025-05-30,Friday,13,Lunch,Dine-In,Card,1,9.78,0.0,1 Item
120783,2025-07-26,Saturday,10,Morning,Dine-In,MobilePay,1,2.91,0.0,1 Item
120784,2025-04-24,Thursday,20,Dinner,Dine-In,Card,1,11.14,0.0,1 Item
120785,2025-07-04,Friday,17,Afternoon,Dine-In,Card,1,3.61,0.6,1 Item
120786,2025-06-16,Monday,17,Afternoon,Dine-In,Card,2,8.49,0.0,2 Items
120787,2025-04-12,Saturday,21,Dinner,Dine-In,Cash,1,9.24,0.0,1 Item
120788,2025-06-07,Saturday,8,Breakfast,Takeout,GiftCard,1,4.0,0.0,1 Item
120789,2025-06-13,Friday,10,Morning,Drive-Thru,Cash,1,1.7,0.0,1 Item
120790,2025-06-23,Monday,17,Afternoon,Dine-In,Cash,1,3.52,0.0,1 Item
120791,2025-06-15,Sunday,11,Lunch,Drive-Thru,Card,2,12.97,0.0,2 Items
120792,2025-05-28,Wednesday,19,Dinner,Dine-In,Cash,1,6.2,0.0,1 Item
120793,2025-05-01,Thursday,16,Afternoon,Takeout,MobilePay,1,3.29,0.0,1 Item
120794,2025-04-17,Thursday,18,Dinner,Drive-Thru,Cash,2,13.27,0.0,2 Items
120795,2025-06-13,Friday,5,Breakfast,Drive-Thru,Card,1,4.36,0.0,1 Item
120796,2025-05-12,Monday,8,Breakfast,Takeout,Cash,2,9.39,0.0,2 Items
120797,2025-05-09,Friday,10,Breakfast,Dine-In,Card,1,3.61,0.0,1 Item
120798,2025-06-14,Saturday,18,Dinner,Takeout,Cash,1,8.84,0.43,1 Item
120799,2025-05-14,Wednesday,12,Lunch,Dine-In,Card,1,4.88,0.0,1 Item
120800,2025-04-28,Monday,18,Dinner,Dine-In,Cash,1,3.97,0.0,1 Item
120801,2025-06-15,Sunday,9,Breakfast,Dine-In,Card,1,3.65,0.0,1 Item
120802,2025-07-07,Monday,14,Lunch,Delivery,Card,1,6.27,0.0,1 Item
120803,2025-07-02,Wednesday,12,Lunch,Dine-In,Card,1,6.33,1.44,1 Item
120804,2025-05-04,Sunday,5,Breakfast,Drive-Thru,Card,2,6.93,0.0,2 Items
120805,2025-05-16,Friday,10,Breakfast,Takeout,Cash,1,3.46,0.0,1 Item
120806,2025-07-31,Thursday,14,Lunch,Takeout,Cash,1,8.67,1.41,1 Item
120807,2025-07-01,Tuesday,14,Lunch,Takeout,MobilePay,2,19.37,0.0,2 Items
120808,2025-07-06,Sunday,11,Morning,Takeout,Card,1,4.35,0.0,1 Item
120809,2025-04-18,Friday,19,Dinner,Delivery,Card,1,9.64,0.0,1 Item
120810,2025-05-20,Tuesday,16,Afternoon,Takeout,Card,3,8.39,0.0,3 Items
120811,2025-07-16,Wednesday,7,Breakfast,Takeout,GiftCard,1,3.85,0.0,1 Item
120812,2025-07-17,Thursday,5,Breakfast,Drive-Thru,Card,1,3.83,0.0,1 Item
120813,2025-05-22,Thursday,10,Breakfast,Takeout,Card,2,13.43,0.0,2 Items
120814,2025-05-23,Friday,10,Morning,Takeout,Cash,1,4.34,0.0,1 Item
120815,2025-05-16,Friday,7,Breakfast,Drive-Thru,Cash,2,7.35,0.0,2 Items
120816,2025-07-14,Monday,21,Dinner,Drive-Thru,Card,1,4.91,0.0,1 Item
120817,2025-06-30,Monday,11,Morning,Dine-In,Card,2,5.08,0.0,2 Items
120818,2025-06-08,Sunday,14,Lunch,Drive-Thru,Card,1,5.91,0.0,1 Item
120819,2025-06-22,Sunday,20,Dinner,Dine-In,Cash,1,5.72,0.93,1 Item
120820,2025-06-04,Wednesday,11,Lunch,Dine-In,Card,2,19.32,0.0,2 Items
120821,2025-07-31,Thursday,15,Afternoon,Dine-In,MobilePay,2,5.48,0.0,2 Items
120822,2025-08-07,Thursday,11,Lunch,Dine-In,Card,1,3.54,0.0,1 Item
120823,2025-08-01,Friday,21,Dinner,Dine-In,Card,1,9.1,0.0,1 Item
120824,2025-06-03,Tuesday,21,Dinner,Drive-Thru,Card,3,13.87,0.0,3 Items
120825,2025-07-13,Sunday,21,Dinner,Drive-Thru,Card,1,10.42,0.0,1 Item
120826,2025-07-14,Monday,14,Lunch,Drive-Thru,Card,1,6.91,0.0,1 Item
120827,2025-05-31,Saturday,21,Dinner,Drive-Thru,Cash,1,4.58,0.0,1 Item
120828,2025-06-23,Monday,15,Afternoon,Takeout,Cash,1,3.22,0.0,1 Item
120829,2025-05-29,Thursday,18,Dinner,Drive-Thru,Card,1,9.81,0.0,1 Item
120830,2025-05-29,Thursday,10,Morning,Drive-Thru,Card,3,4.98,0.24,3 Items
120831,2025-06-07,Saturday,18,Dinner,Takeout,MobilePay,2,23.06,0.0,2 Items
120832,2025-04-25,Friday,17,Afternoon,Delivery,MobilePay,1,1.46,0.0,1 Item
120833,2025-04-21,Monday,13,Lunch,Dine-In,Card,1,10.23,0.0,1 Item
120834,2025-07-20,Sunday,9,Breakfast,Drive-Thru,Cash,1,1.67,0.0,1 Item
120835,2025-06-20,Friday,19,Dinner,Drive-Thru,Card,1,9.88,0.0,1 Item
120836,2025-07-29,Tuesday,12,Lunch,Takeout,Card,1,6.03,0.62,1 Item
120837,2025-04-17,Thursday,21,Dinner,Dine-In,Cash,1,7.73,1.27,1 Item
120838,2025-06-27,Friday,12,Lunch,Drive-Thru,Card,1,9.63,0.0,1 Item
120839,2025-08-02,Saturday,9,Breakfast,Dine-In,GiftCard,1,4.71,0.0,1 Item
120840,2025-07-02,Wednesday,19,Dinner,Delivery,Card,1,9.11,0.0,1 Item
120841,2025-04-27,Sunday,13,Lunch,Takeout,Card,2,10.08,1.04,2 Items
120842,2025-06-07,Saturday,13,Lunch,Drive-Thru,Card,1,10.18,0.0,1 Item
120843,2025-05-17,Saturday,13,Lunch,Drive-Thru,GiftCard,1,10.0,0.0,1 Item
120844,2025-08-07,Thursday,14,Lunch,Drive-Thru,Card,3,9.46,0.0,3 Items
120845,2025-05-16,Friday,20,Dinner,Dine-In,Card,1,7.0,0.0,1 Item
120846,2025-05-08,Thursday,20,Dinner,Delivery,Card,1,10.22,0.0,1 Item
120847,2025-07-30,Wednesday,16,Afternoon,Drive-Thru,Card,1,6.25,0.0,1 Item
120848,2025-06-01,Sunday,11,Lunch,Drive-Thru,MobilePay,1,4.6,0.0,1 Item
120849,2025-07-25,Friday,14,Lunch,Dine-In,Card,1,10.45,0.0,1 Item
120850,2025-06-27,Friday,6,Breakfast,Drive-Thru,Card,1,2.18,0.0,1 Item
120851,2025-05-06,Tuesday,18,Dinner,Drive-Thru,MobilePay,1,10.49,0.0,1 Item
120852,2025-06-17,Tuesday,17,Afternoon,Drive-Thru,MobilePay,1,3.81,0.0,1 Item
120853,2025-08-05,Tuesday,17,Afternoon,Takeout,MobilePay,3,11.49,0.0,3 Items
120854,2025-06-24,Tuesday,22,Late Night,Drive-Thru,Card,1,4.88,0.5,1 Item
120855,2025-07-25,Friday,12,Lunch,Takeout,Card,1,4.58,0.0,1 Item
120856,2025-07-28,Monday,16,Afternoon,Dine-In,MobilePay,2,6.18,0.0,2 Items
120857,2025-07-27,Sunday,13,Lunch,Drive-Thru,Unknown,1,5.92,0.0,1 Item
120858,2025-06-18,Wednesday,10,Morning,Drive-Thru,Card,1,3.12,0.32,1 Item
120859,2025-07-09,Wednesday,11,Lunch,Dine-In,Cash,1,5.03,0.0,1 Item
120860,2025-07-09,Wednesday,10,Morning,Delivery,Unknown,1,2.8,0.0,1 Item
120861,2025-06-29,Sunday,21,Dinner,Takeout,Card,1,9.15,0.0,1 Item
120862,2025-08-09,Saturday,8,Breakfast,Dine-In,MobilePay,1,5.19,0.0,1 Item
120863,2025-06-12,Thursday,7,Breakfast,Dine-In,Unknown,1,4.35,0.0,1 Item
120864,2025-04-12,Saturday,12,Lunch,Drive-Thru,Card,1,9.74,0.0,1 Item
120865,2025-05-16,Friday,19,Dinner,Drive-Thru,Card,1,1.99,0.0,1 Item
120866,2025-07-06,Sunday,17,Afternoon,Takeout,MobilePay,1,2.07,0.0,1 Item
120867,2025-05-30,Friday,10,Morning,Dine-In,MobilePay,1,2.09,0.0,1 Item
120868,2025-07-28,Monday,10,Morning,Drive-Thru,Card,2,8.31,0.0,2 Items
120869,2025-04-11,Friday,19,Dinner,Delivery,Card,1,11.05,0.0,1 Item
120870,2025-06-16,Monday,11,Morning,Drive-Thru,Card,1,2.73,0.0,1 Item
120871,2025-07-03,Thursday,11,Morning,Takeout,Cash,1,2.61,0.0,1 Item
120872,2025-06-23,Monday,5,Breakfast,Drive-Thru,MobilePay,1,3.15,0.0,1 Item
120873,2025-04-12,Saturday,0,Late Night,Takeout,GiftCard,1,2.92,0.0,1 Item
120874,2025-07-03,Thursday,11,Morning,Takeout,Card,3,5.72,0.0,3 Items
120875,2025-07-17,Thursday,9,Breakfast,Drive-Thru,Card,1,5.07,0.0,1 Item
120876,2025-04-23,Wednesday,12,Lunch,Drive-Thru,Cash,1,4.73,0.0,1 Item
120877,2025-05-04,Sunday,5,Breakfast,Drive-Thru,Cash,1,3.51,0.0,1 Item
120878,2025-08-02,Saturday,17,Afternoon,Dine-In,Card,2,8.04,0.0,2 Items
120879,2025-07-04,Friday,14,Lunch,Unknown,Card,1,2.59,0.6,1 Item
120880,2025-06-22,Sunday,20,Dinner,Dine-In,Cash,1,7.17,0.0,1 Item
120881,2025-07-19,Saturday,14,Lunch,Takeout,Card,1,9.0,0.0,1 Item
120882,2025-08-01,Friday,10,Morning,Dine-In,Card,2,2.97,0.0,2 Items
