order_id,store_id,transaction_datetime,business_day,daypart,service_mode,menu_item,modifier,quantity,unit_price,discount,tax,total_amount,payment_type,date,year,month,month_name,day,day_name,hour,dayofweek,week,quarter,is_weekend
120883,402,2025-04-12 12:33:12,2025-04-12,Lunch,Takeout,Cheeseburger Combo,,1,9.01,0.0,0.59,9.6,Cash,2025-04-12,2025,4,April,12,Saturday,12,5,15,2,1
120884,202,2025-07-20 11:15:56,2025-07-20,Lunch,Takeout,Veggie Burger,,1,5.48,0.0,0.44,6.32,Cash,2025-07-20,2025,7,July,20,Sunday,11,6,29,3,1
120885,401,2025-05-05 07:48:18,2025-05-05,Breakfast,Drive-Thru,Sausage Biscuit,,1,3.5,0.0,0.25,3.75,Card,2025-05-05,2025,5,May,5,Monday,7,0,19,2,0
120886,401,2025-04-30 13:55:18,2025-04-30,Lunch,Takeout,Chicken Sandwich Combo,No Pickles,1,9.28,0.0,0.74,10.02,GiftCard,2025-04-30,2025,4,April,30,Wednesday,13,2,18,2,0
120887,103,2025-04-25 11:43:44,2025-04-25,Lunch,Dine-In,Chicken Sandwich Combo,Gluten-Free Bun,1,8.81,0.0,0.71,10.52,Card,2025-04-25,2025,4,April,25,Friday,11,4,17,2,0
120888,102,2025-07-12 12:51:06,2025-07-12,Lunch,Dine-In,Cheeseburger Combo,,2,8.79,0.0,1.05,18.63,Cash,2025-07-12,2025,7,July,12,Saturday,12,5,28,3,1
120889,201,2025-05-19 07:14:02,2025-05-19,Breakfast,Drive-Thru,Coffee,Oat Milk,1,2.11,0.0,0.22,3.03,MobilePay,2025-05-19,2025,5,May,19,Monday,7,0,21,2,0
120890,403,2025-08-08 19:13:52,2025-08-08,Dinner,Dine-In,Chicken Sandwich Combo,,1,9.4,0.0,0.89,10.29,MobilePay,2025-08-08,2025,8,August,8,Friday,19,4,32,3,0
120891,202,2025-04-26 18:46:58,2025-04-26,Dinner,Takeout,Chicken Sandwich Combo,,1,9.24,0.0,0.65,9.89,Card,2025-04-26,2025,4,April,26,Saturday,18,5,17,2,1
120892,501,2025-06-01 13:14:14,2025-06-01,Lunch,Takeout,French Fries,Extra Sauce,1,2.94,0.0,0.22,3.41,Card,2025-06-01,2025,6,June,1,Sunday,13,6,22,2,1
120893,301,2025-07-31 11:16:59,2025-07-31,Lunch,Dine-In,Double Cheeseburger Combo,,1,10.57,0.0,0.63,11.2,Cash,2025-07-31,2025,7,July,31,Thursday,11,3,31,3,0
120894,401,2025-04-30 11:33:44,2025-04-30,Lunch,Dine-In,Cheeseburger Combo,,2,9.18,0.0,1.1,19.46,Cash,2025-04-30,2025,4,April,30,Wednesday,11,2,18,2,0
120895,101,2025-05-14 14:04:20,2025-05-14,Lunch,Drive-Thru,Soft Drink (Medium),Extra Ice,2,1.79,0.0,0.3,3.88,Card,2025-05-14,2025,5,May,14,Wednesday,14,2,20,2,0
120896,401,2025-05-19 19:39:13,2025-05-19,Dinner,Drive-Thru,Spicy Chicken Sandwich,Extra Cheese,1,5.58,0.0,0.36,6.44,Cash,2025-05-19,2025,5,May,19,Monday,19,0,21,2,0
120897,403,2025-06-03 19:26:02,2025-06-03,Dinner,Dine-In,Chicken Sandwich Combo,,1,9.06,0.0,0.54,9.6,Cash,2025-06-03,2025,6,June,3,Tuesday,19,1,23,2,0
120898,202,2025-07-17 11:45:28,2025-07-17,Lunch,Drive-Thru,Chicken Sandwich,Spicy,1,5.83,0.0,0.5,6.33,Card,2025-07-17,2025,7,July,17,Thursday,11,3,29,3,0
120899,402,2025-06-04 07:09:34,2025-06-04,Breakfast,Drive-Thru,Pancake Platter,No Cheese,1,4.72,0.0,0.28,5.0,Card,2025-06-04,2025,6,June,4,Wednesday,7,2,23,2,0
120900,103,2025-07-27 19:53:49,2025-07-27,Dinner,Drive-Thru,Double Cheeseburger Combo,,1,10.17,0.0,0.61,10.78,Card,2025-07-27,2025,7,July,27,Sunday,19,6,30,3,1
120901,102,2025-06-17 11:41:28,2025-06-17,Lunch,Dine-In,Chicken Sandwich Combo,Add Bacon,1,8.79,0.0,0.78,10.57,Card,2025-06-17,2025,6,June,17,Tuesday,11,1,25,2,0
120902,101,2025-07-04 18:57:22,2025-07-04,Dinner,Drive-Thru,Double Cheeseburger,,1,5.75,0.0,0.46,6.21,MobilePay,2025-07-04,2025,7,July,4,Friday,18,4,27,3,0
120903,403,2025-06-15 17:17:05,2025-06-15,Afternoon,Delivery,Onion Rings,Large Size,3,3.5,0.0,1.17,13.47,Card,2025-06-15,2025,6,June,15,Sunday,17,6,24,2,1
120904,201,2025-06-30 20:59:48,2025-06-30,Dinner,Dine-In,Double Cheeseburger Combo,,1,10.09,0.0,0.76,10.85,MobilePay,2025-06-30,2025,6,June,30,Monday,20,0,27,2,0
120905,103,2025-07-12 11:00:42,2025-07-12,Lunch,Drive-Thru,Veggie Burger,Extra Cheese,3,5.26,0.0,1.47,18.75,Card,2025-07-12,2025,7,July,12,Saturday,11,5,28,3,1
120906,101,2025-08-01 08:33:03,2025-08-01,Breakfast,Drive-Thru,Hash Browns,Sausage Patty,1,1.62,0.0,0.2,3.02,Card,2025-08-01,2025,8,August,1,Friday,8,4,31,3,0
120907,103,2025-06-23 06:40:17,2025-06-23,Breakfast,Takeout,Breakfast Burrito,Cinnamon,1,3.93,0.0,0.36,4.39,MobilePay,2025-06-23,2025,6,June,23,Monday,6,0,26,2,0
120908,103,2025-05-30 11:47:55,2025-05-30,Lunch,Takeout,Cheeseburger Combo,,1,8.81,0.0,0.57,9.38,Cash,2025-05-30,2025,5,May,30,Friday,11,4,22,2,0
120909,102,2025-07-15 23:29:14,2025-07-15,Late Night,Dine-In,Milkshake,,1,4.71,0.0,0.4,5.11,Card,2025-07-15,2025,7,July,15,Tuesday,23,1,29,3,0
120910,103,2025-07-30 17:10:00,2025-07-30,Afternoon,Takeout,Onion Rings,No Sauce,1,3.05,0.0,0.24,3.29,Card,2025-07-30,2025,7,July,30,Wednesday,17,2,31,3,0
120911,202,2025-08-03 10:55:37,2025-08-03,Morning,Takeout,Bottled Water,No Ice,1,1.46,0.0,0.09,1.55,Card,2025-08-03,2025,8,August,3,Sunday,10,6,31,3,1
120912,102,2025-04-16 21:47:50,2025-04-16,Dinner,Takeout,Onion Rings,,2,3.21,0.0,0.58,7.0,Cash,2025-04-16,2025,4,April,16,Wednesday,21,2,16,2,0
120913,403,2025-06-17 19:36:34,2025-06-17,Dinner,Takeout,Double Cheeseburger Combo,,1,10.78,0.0,0.78,11.56,MobilePay,2025-06-17,2025,6,June,17,Tuesday,19,1,25,2,0
120914,301,2025-06-27 12:36:48,2025-06-27,Lunch,Takeout,Cheeseburger Combo,,1,8.44,0.0,0.72,9.16,Cash,2025-06-27,2025,6,June,27,Friday,12,4,26,2,0
120915,402,2025-06-19 10:55:50,2025-06-19,Morning,Dine-In,Latte,,1,3.31,0.0,0.24,3.55,MobilePay,2025-06-19,2025,6,June,19,Thursday,10,3,25,2,0
120916,301,2025-06-28 09:28:59,2025-06-28,Breakfast,Dine-In,Breakfast Burrito,No Cheese,1,3.89,0.0,0.31,4.2,Card,2025-06-28,2025,6,June,28,Saturday,9,5,26,2,1
120917,403,2025-07-06 19:27:39,2025-07-06,Dinner,Delivery,Chicken Sandwich Combo,,1,9.08,0.0,0.54,9.62,Card,2025-07-06,2025,7,July,6,Sunday,19,6,27,3,1
120918,403,2025-05-09 13:32:18,2025-05-09,Lunch,Delivery,Chicken Sandwich Combo,Spicy,1,8.77,0.0,0.57,9.34,Card,2025-05-09,2025,5,May,9,Friday,13,4,19,2,0
120919,101,2025-06-14 15:22:59,2025-06-14,Afternoon,Dine-In,Onion Rings,,1,3.19,0.0,0.2,3.09,MobilePay,2025-06-14,2025,6,June,14,Saturday,15,5,24,2,1
120920,102,2025-05-17 21:31:39,2025-05-17,Dinner,Takeout,Chicken Sandwich,Extra Sauce,1,5.78,0.0,0.42,6.45,Card,2025-05-17,2025,5,May,17,Saturday,21,5,20,2,1
120921,101,2025-06-02 20:43:33,2025-06-02,Dinner,Dine-In,Spicy Chicken Combo,,1,8.78,0.0,0.53,9.31,Cash,2025-06-02,2025,6,June,2,Monday,20,0,23,2,0
120922,301,2025-05-29 15:01:43,2025-05-29,Afternoon,Dine-In,Soft Drink (Medium),Extra Ice,2,1.75,0.0,0.25,3.75,Card,2025-05-29,2025,5,May,29,Thursday,15,3,22,2,0
120923,501,2025-05-20 12:40:08,2025-05-20,Lunch,Delivery,French Fries,Small Size,2,2.44,0.0,0.28,4.56,Cash,2025-05-20,2025,5,May,20,Tuesday,12,1,21,2,0
120924,403,2025-05-09 21:11:58,2025-05-09,Dinner,Drive-Thru,Iced Tea,,2,2.05,0.0,0.3,4.4,Card,2025-05-09,2025,5,May,9,Friday,21,4,19,2,0
120925,403,2025-05-11 08:23:23,2025-05-11,Breakfast,Dine-In,Breakfast Burrito,Sausage Patty,1,3.36,0.0,0.41,4.97,Cash,2025-05-11,2025,5,May,11,Sunday,8,6,19,2,1
120926,501,2025-05-15 09:52:36,2025-05-15,Breakfast,Dine-In,Soft Drink (Small),Light Ice,1,1.49,0.0,0.12,1.61,MobilePay,2025-05-15,2025,5,May,15,Thursday,9,3,20,2,0
120927,202,2025-07-03 08:06:20,2025-07-03,Breakfast,Drive-Thru,Hash Browns,,1,1.97,0.0,0.17,2.14,Card,2025-07-03,2025,7,July,3,Thursday,8,3,27,3,0
120928,301,2025-05-22 07:54:09,2025-05-22,Breakfast,Drive-Thru,Egg Muffin,Extra Egg,1,3.63,0.0,0.42,5.05,Cash,2025-05-22,2025,5,May,22,Thursday,7,3,21,2,0
120929,403,2025-05-08 06:48:30,2025-05-08,Breakfast,Dine-In,Hash Browns,Sausage Patty,1,1.88,0.0,0.25,3.33,Card,2025-05-08,2025,5,May,8,Thursday,6,3,19,2,0
120930,501,2025-04-30 14:34:28,2025-04-30,Lunch,Dine-In,Double Cheeseburger,,1,5.51,0.0,0.41,5.92,MobilePay,2025-04-30,2025,4,April,30,Wednesday,14,2,18,2,0
120931,301,2025-04-24 20:11:32,2025-04-24,Dinner,Dine-In,Onion Rings,,4,3.67,0.78,0.89,15.79,GiftCard,2025-04-24,2025,4,April,24,Thursday,20,3,17,2,0
120932,201,2025-07-10 06:41:56,2025-07-10,Breakfast,Drive-Thru,Egg Muffin,,1,2.88,0.0,0.23,3.11,GiftCard,2025-07-10,2025,7,July,10,Thursday,6,3,28,3,0
120933,103,2025-07-04 16:18:54,2025-07-04,Afternoon,Takeout,Onion Rings,Extra Sauce,1,2.52,0.0,0.2,2.97,Cash,2025-07-04,2025,7,July,4,Friday,16,4,27,3,0
120934,401,2025-08-09 06:23:54,2025-08-09,Breakfast,Delivery,Egg Muffin,No Cheese,2,3.35,0.67,0.42,6.45,Cash,2025-08-09,2025,8,August,9,Saturday,6,5,32,3,1
120935,103,2025-07-22 10:40:19,2025-07-22,Morning,Takeout,Egg Muffin,No Cheese,1,3.11,0.0,0.23,3.34,Card,2025-07-22,2025,7,July,22,Tuesday,10,1,30,3,0
120936,403,2025-05-16 21:11:50,2025-05-16,Dinner,Dine-In,Cheeseburger Combo,,3,7.98,0.0,1.8,25.74,Card,2025-05-16,2025,5,May,16,Friday,21,4,20,2,0
120937,501,2025-04-27 10:47:29,2025-04-27,Breakfast,Takeout,Hash Browns,,1,2.03,0.0,0.18,2.21,Cash,2025-04-27,2025,4,April,27,Sunday,10,6,17,2,1
120938,402,2025-05-08 19:59:36,2025-05-08,Dinner,Delivery,Iced Tea,Extra Ice,1,1.92,0.0,0.14,2.06,GiftCard,2025-05-08,2025,5,May,8,Thursday,19,3,19,2,0
120939,501,2025-07-02 06:35:35,2025-07-02,Breakfast,Dine-In,Sausage Biscuit,No Cheese,1,2.9,0.0,0.28,3.18,MobilePay,2025-07-02,2025,7,July,2,Wednesday,6,2,27,3,0
120940,402,2025-04-19 21:14:10,2025-04-19,Dinner,Drive-Thru,Onion Rings,No Sauce,2,2.78,0.0,0.5,6.06,Card,2025-04-19,2025,4,April,19,Saturday,21,5,16,2,1
120941,501,2025-07-17 12:28:04,2025-07-17,Lunch,Dine-In,Spicy Chicken Combo,,1,9.73,0.0,0.63,10.36,Card,2025-07-17,2025,7,July,17,Thursday,12,3,29,3,0
120942,403,2025-07-21 10:51:43,2025-07-21,Morning,Drive-Thru,Egg Muffin,Extra Egg,1,3.4,0.0,0.26,4.66,Card,2025-07-21,2025,7,July,21,Monday,10,0,30,3,0
120943,403,2025-04-21 14:22:43,2025-04-21,Lunch,Dine-In,Spicy Chicken Combo,,1,9.24,0.0,0.88,10.12,Cash,2025-04-21,2025,4,April,21,Monday,14,0,17,2,0
120944,101,2025-07-05 11:15:59,2025-07-05,Morning,Takeout,Soft Drink (Medium),Extra Ice,1,1.89,0.19,0.12,1.82,Card,2025-07-05,2025,7,July,5,Saturday,11,5,27,3,1
120945,501,2025-04-13 10:37:47,2025-04-13,Breakfast,Takeout,Sausage Biscuit,No Cheese,1,2.77,0.0,0.17,2.94,Card,2025-04-13,2025,4,April,13,Sunday,10,6,15,2,1
120946,501,2025-07-22 01:03:40,2025-07-22,Late Night,Takeout,Double Cheeseburger,,1,5.1,0.0,0.46,5.56,Card,2025-07-22,2025,7,July,22,Tuesday,1,1,30,3,0
120947,102,2025-06-22 08:06:08,2025-06-22,Breakfast,Drive-Thru,Pancake Platter,,1,4.76,0.0,0.45,5.21,Card,2025-06-22,2025,6,June,22,Sunday,8,6,25,2,1
120948,101,2025-07-16 14:24:21,2025-07-16,Lunch,Dine-In,Chicken Sandwich,,1,5.37,0.0,0.48,6.85,Card,2025-07-16,2025,7,July,16,Wednesday,14,2,29,3,0
120949,403,2025-06-27 05:36:42,2025-06-27,Breakfast,Takeout,Breakfast Burrito,Extra Egg,2,3.8,0.0,0.77,10.37,Card,2025-06-27,2025,6,June,27,Friday,5,4,26,2,0
120950,101,2025-07-13 20:08:49,2025-07-13,Dinner,Delivery,Cheeseburger,,2,4.41,0.0,0.66,9.48,Card,2025-07-13,2025,7,July,13,Sunday,20,6,28,3,1
120951,103,2025-08-06 11:04:56,2025-08-06,Morning,Delivery,Coffee,No Ice,1,1.96,0.0,0.14,2.1,Card,2025-08-06,2025,8,August,6,Wednesday,11,2,32,3,0
120952,402,2025-07-30 21:27:55,2025-07-30,Dinner,Delivery,Double Cheeseburger,,1,5.22,0.0,0.34,5.56,Card,2025-07-30,2025,7,July,30,Wednesday,21,2,31,3,0
120953,101,2025-05-11 11:02:15,2025-05-11,Morning,Dine-In,Latte,Sugar-Free Syrup,1,3.6,0.0,0.35,4.25,Card,2025-05-11,2025,5,May,11,Sunday,11,6,19,2,1
120954,301,2025-06-16 12:15:16,2025-06-16,Lunch,Takeout,French Fries,,1,2.62,0.0,0.25,2.87,Card,2025-06-16,2025,6,June,16,Monday,12,0,25,2,0
120955,401,2025-07-28 14:25:17,2025-07-28,Lunch,Drive-Thru,Chicken Sandwich,,1,5.8,0.93,0.47,5.74,Card,2025-07-28,2025,7,July,28,Monday,14,0,31,3,0
120956,101,2025-07-15 11:26:28,2025-07-15,Lunch,Dine-In,Spicy Chicken Combo,,2,9.46,0.0,1.42,20.34,Card,2025-07-15,2025,7,July,15,Tuesday,11,1,29,3,0
120957,103,2025-07-15 05:01:36,2025-07-15,Breakfast,Takeout,Latte,Sugar-Free Syrup,1,3.35,0.0,0.27,3.92,Card,2025-07-15,2025,7,July,15,Tuesday,5,1,29,3,0
120958,201,2025-07-20 16:59:16,2025-07-20,Afternoon,Drive-Thru,Onion Rings,,1,3.3,0.33,0.21,3.18,MobilePay,2025-07-20,2025,7,July,20,Sunday,16,6,29,3,1
120959,401,2025-06-28 10:37:01,2025-06-28,Breakfast,Drive-Thru,Egg Muffin,Cinnamon,1,3.35,0.0,0.21,3.66,Cash,2025-06-28,2025,6,June,28,Saturday,10,5,26,2,1
120960,501,2025-04-22 20:36:00,2025-04-22,Dinner,Dine-In,Spicy Chicken Combo,,1,9.61,0.0,0.91,10.52,Cash,2025-04-22,2025,4,April,22,Tuesday,20,1,17,2,0
120961,401,2025-06-03 21:40:14,2025-06-03,Dinner,Delivery,Chicken Sandwich Combo,,1,9.65,0.0,0.74,10.64,Card,2025-06-03,2025,6,June,3,Tuesday,21,1,23,2,0
120962,101,2025-05-28 13:15:14,2025-05-28,Lunch,Drive-Thru,Cheeseburger Combo,,1,8.59,0.0,0.64,9.23,Cash,2025-05-28,2025,5,May,28,Wednesday,13,2,22,2,0
120963,202,2025-06-15 10:08:01,2025-06-15,Breakfast,Dine-In,Breakfast Burrito,No Cheese,1,3.92,0.0,0.27,4.19,Card,2025-06-15,2025,6,June,15,Sunday,10,6,24,2,1
120964,403,2025-04-29 22:15:23,2025-04-29,Late Night,Drive-Thru,French Fries,Extra Sauce,3,2.61,0.0,0.56,9.14,Cash,2025-04-29,2025,4,April,29,Tuesday,22,1,18,2,0
120965,202,2025-06-05 18:52:52,2025-06-05,Dinner,Drive-Thru,Onion Rings,No Sauce,1,3.55,0.0,0.23,3.78,GiftCard,2025-06-05,2025,6,June,5,Thursday,18,3,23,2,0
120966,501,2025-06-06 00:28:59,2025-06-06,Late Night,Dine-In,Soft Drink (Large),,1,1.92,0.0,0.17,2.09,Card,2025-06-06,2025,6,June,6,Friday,0,4,23,2,0
120967,202,2025-07-29 17:42:05,2025-07-29,Afternoon,Drive-Thru,Soft Drink (Medium),Extra Ice,2,1.89,0.0,0.32,4.1,Card,2025-07-29,2025,7,July,29,Tuesday,17,1,31,3,0
120968,402,2025-08-03 16:02:37,2025-08-03,Afternoon,Takeout,French Fries,Extra Sauce,1,2.63,0.0,0.26,3.14,Cash,2025-08-03,2025,8,August,3,Sunday,16,6,31,3,1
120969,403,2025-06-28 14:22:06,2025-06-28,Lunch,Drive-Thru,Double Cheeseburger Combo,,1,9.27,0.0,0.7,9.97,Card,2025-06-28,2025,6,June,28,Saturday,14,5,26,2,1
120970,501,2025-06-01 12:46:16,2025-06-01,Lunch,Drive-Thru,Chicken Sandwich,No Onions,1,5.44,0.82,0.3,4.92,Card,2025-06-01,2025,6,June,1,Sunday,12,6,22,2,1
120971,401,2025-06-01 10:00:32,2025-06-01,Morning,Drive-Thru,Egg Muffin,,1,3.07,0.0,0.22,3.29,GiftCard,2025-06-01,2025,6,June,1,Sunday,10,6,22,2,1
120972,403,2025-05-28 11:27:01,2025-05-28,Lunch,Delivery,Spicy Chicken Sandwich,,2,5.96,0.0,0.86,12.78,Card,2025-05-28,2025,5,May,28,Wednesday,11,2,22,2,0
120973,201,2025-07-27 19:13:30,2025-07-27,Dinner,Delivery,Veggie Burger,,2,5.01,0.0,0.95,10.97,MobilePay,2025-07-27,2025,7,July,27,Sunday,19,6,30,3,1
120974,202,2025-06-07 19:16:07,2025-06-07,Dinner,Delivery,Spicy Chicken Combo,,1,9.07,0.0,0.77,9.84,Card,2025-06-07,2025,6,June,7,Saturday,19,5,23,2,1
120975,102,2025-07-24 20:38:34,2025-07-24,Dinner,Delivery,Cheeseburger,,2,3.86,1.54,0.56,6.74,Card,2025-07-24,2025,7,July,24,Thursday,20,3,30,3,0
120976,102,2025-04-24 20:39:11,2025-04-24,Dinner,Drive-Thru,Onion Rings,Small Size,2,3.01,0.0,0.51,5.93,Cash,2025-04-24,2025,4,April,24,Thursday,20,3,17,2,0
120977,102,2025-05-26 13:20:51,2025-05-26,Lunch,Delivery,Chicken Sandwich Combo,No Onions,1,7.78,0.0,0.7,8.48,Card,2025-05-26,2025,5,May,26,Monday,13,0,22,2,0
120978,102,2025-07-30 08:43:46,2025-07-30,Breakfast,Dine-In,Breakfast Burrito,Cinnamon,1,3.34,0.0,0.29,3.73,MobilePay,2025-07-30,2025,7,July,30,Wednesday,8,2,31,3,0
120979,501,2025-06-08 05:03:01,2025-06-08,Breakfast,Drive-Thru,Sausage Biscuit,,1,3.23,0.0,0.23,3.46,Cash,2025-06-08,2025,6,June,8,Sunday,5,6,23,2,1
120980,403,2025-06-15 16:26:03,2025-06-15,Afternoon,Takeout,Chicken Nuggets (10pc),,3,5.25,0.0,1.26,17.01,Card,2025-06-15,2025,6,June,15,Sunday,16,6,24,2,1
120981,202,2025-07-12 19:50:32,2025-07-12,Dinner,Drive-Thru,Double Cheeseburger,,1,5.92,0.0,0.5,6.42,Card,2025-07-12,2025,7,July,12,Saturday,19,5,28,3,1
120982,101,2025-05-21 07:38:38,2025-05-21,Breakfast,Takeout,Egg Muffin,,1,3.0,0.0,0.22,3.32,MobilePay,2025-05-21,2025,5,May,21,Wednesday,7,2,21,2,0
120983,402,2025-06-10 16:25:08,2025-06-10,Afternoon,Delivery,Onion Rings,,1,3.13,0.0,0.2,3.33,Card,2025-06-10,2025,6,June,10,Tuesday,16,1,24,2,0
120984,403,2025-08-02 15:48:57,2025-08-02,Afternoon,Drive-Thru,Soft Drink (Medium),,1,1.74,0.0,0.19,2.23,Card,2025-08-02,2025,8,August,2,Saturday,15,5,31,3,1
120985,402,2025-04-17 18:59:51,2025-04-17,Dinner,Dine-In,Spicy Chicken Combo,,2,8.71,0.0,1.48,18.9,Card,2025-04-17,2025,4,April,17,Thursday,18,3,16,2,0
120986,201,2025-04-18 21:21:14,2025-04-18,Dinner,Takeout,Spicy Chicken Combo,,1,10.04,0.0,0.8,10.84,Cash,2025-04-18,2025,4,April,18,Friday,21,4,16,2,0
120987,202,2025-05-16 09:44:48,2025-05-16,Breakfast,Dine-In,Hash Browns,Sausage Patty,1,2.07,0.0,0.28,3.55,Card,2025-05-16,2025,5,May,16,Friday,9,4,20,2,0
120988,201,2025-07-31 18:08:12,2025-07-31,Dinner,Dine-In,Cheeseburger Combo,,1,8.38,0.0,0.75,9.13,Cash,2025-07-31,2025,7,July,31,Thursday,18,3,31,3,0
120989,401,2025-07-09 20:41:41,2025-07-09,Dinner,Delivery,Chicken Sandwich,,2,5.4,0.0,0.76,11.56,Card,2025-07-09,2025,7,July,9,Wednesday,20,2,28,3,0
120990,102,2025-06-21 15:52:02,2025-06-21,Afternoon,Dine-In,Chicken Nuggets (10pc),,4,5.06,0.0,1.62,21.86,Cash,2025-06-21,2025,6,June,21,Saturday,15,5,25,2,1
120991,201,2025-08-08 18:54:58,2025-08-08,Dinner,Drive-Thru,Spicy Chicken Combo,,1,8.27,0.0,0.74,9.01,Cash,2025-08-08,2025,8,August,8,Friday,18,4,32,3,0
120992,202,2025-04-14 11:16:16,2025-04-14,Morning,Takeout,Coffee,Extra Ice,1,1.84,0.0,0.13,1.97,MobilePay,2025-04-14,2025,4,April,14,Monday,11,0,16,2,0
120993,301,2025-05-25 10:09:34,2025-05-25,Morning,Takeout,Hash Browns,Cinnamon,1,1.75,0.0,0.16,2.01,Cash,2025-05-25,2025,5,May,25,Sunday,10,6,21,2,1
120994,501,2025-06-30 08:37:44,2025-06-30,Breakfast,Dine-In,Hash Browns,No Cheese,1,1.69,0.0,0.11,1.8,Card,2025-06-30,2025,6,June,30,Monday,8,0,27,2,0
120995,103,2025-04-16 10:53:35,2025-04-16,Morning,Takeout,Coffee,,1,1.83,0.0,0.12,1.95,Cash,2025-04-16,2025,4,April,16,Wednesday,10,2,16,2,0
120996,501,2025-07-18 10:45:36,2025-07-18,Morning,Takeout,Coffee,,1,2.25,0.0,0.16,2.41,Unknown,2025-07-18,2025,7,July,18,Friday,10,4,29,3,0
120997,102,2025-08-06 09:53:40,2025-08-06,Breakfast,Drive-Thru,Soft Drink (Small),Almond Milk,1,1.59,0.11,0.16,2.34,MobilePay,2025-08-06,2025,8,August,6,Wednesday,9,2,32,3,0
120998,403,2025-06-30 12:41:05,2025-06-30,Lunch,Takeout,Double Cheeseburger Combo,,1,9.7,0.0,0.92,10.62,Cash,2025-06-30,2025,6,June,30,Monday,12,0,27,2,0
120999,102,2025-07-15 10:49:01,2025-07-15,Breakfast,Takeout,Soft Drink (Small),,2,1.59,0.0,0.25,3.43,Cash,2025-07-15,2025,7,July,15,Tuesday,10,1,29,3,0
121000,101,2025-04-17 14:27:17,2025-04-17,Lunch,Dine-In,Chicken Sandwich Combo,Gluten-Free Bun,2,9.69,0.0,1.55,22.93,Unknown,2025-04-17,2025,4,April,17,Thursday,14,3,16,2,0
121001,501,2025-05-22 11:02:33,2025-05-22,Morning,Takeout,Soft Drink (Medium),,1,1.82,0.0,0.17,1.99,Card,2025-05-22,2025,5,May,22,Thursday,11,3,21,2,0
121002,501,2025-08-08 12:34:27,2025-08-08,Lunch,Takeout,Chicken Sandwich Combo,,1,9.02,0.0,0.81,9.83,Cash,2025-08-08,2025,8,August,8,Friday,12,4,32,3,0
121003,301,2025-07-31 14:57:24,2025-07-31,Lunch,Dine-In,Double Cheeseburger,,1,5.47,0.0,0.44,5.91,Cash,2025-07-31,2025,7,July,31,Thursday,14,3,31,3,0
121004,401,2025-07-30 09:54:00,2025-07-30,Breakfast,Drive-Thru,Breakfast Burrito,Extra Egg,1,3.91,0.0,0.47,5.38,GiftCard,2025-07-30,2025,7,July,30,Wednesday,9,2,31,3,0
121005,103,2025-06-21 12:50:04,2025-06-21,Lunch,Dine-In,French Fries,No Sauce,1,2.75,0.0,0.23,2.98,Cash,2025-06-21,2025,6,June,21,Saturday,12,5,25,2,1
121006,301,2025-07-31 14:03:51,2025-07-31,Lunch,Drive-Thru,Onion Rings,No Sauce,1,3.39,0.0,0.32,3.71,GiftCard,2025-07-31,2025,7,July,31,Thursday,14,3,31,3,0
121007,403,2025-04-23 09:09:08,2025-04-23,Breakfast,Drive-Thru,Latte,No Ice,2,3.4,1.36,0.39,5.83,Card,2025-04-23,2025,4,April,23,Wednesday,9,2,17,2,0
121008,201,2025-07-05 21:11:32,2025-07-05,Dinner,Dine-In,Veggie Burger,Gluten-Free Bun,1,5.61,0.66,0.42,6.37,Cash,2025-07-05,2025,7,July,5,Saturday,21,5,27,3,1
121009,401,2025-06-01 00:00:30,2025-06-01,Late Night,Dine-In,Milkshake,No Ice,1,3.81,0.0,0.23,4.04,MobilePay,2025-06-01,2025,6,June,1,Sunday,0,6,22,2,1
121010,102,2025-06-16 11:47:56,2025-06-16,Lunch,Dine-In,Chicken Nuggets (10pc),,1,5.43,0.0,0.38,5.81,Card,2025-06-16,2025,6,June,16,Monday,11,0,25,2,0
121011,101,2025-06-09 07:57:44,2025-06-09,Breakfast,Drive-Thru,Latte,Extra Ice,1,3.29,0.0,0.25,3.54,Cash,2025-06-09,2025,6,June,9,Monday,7,0,24,2,0
121012,403,2025-04-21 16:22:08,2025-04-21,Afternoon,Takeout,Soft Drink (Medium),,2,1.91,0.38,0.31,3.75,Card,2025-04-21,2025,4,April,21,Monday,16,0,17,2,0
121013,102,2025-06-28 05:09:22,2025-06-28,Breakfast,Drive-Thru,Sausage Biscuit,Extra Egg,1,2.87,0.0,0.31,4.18,Cash,2025-06-28,2025,6,June,28,Saturday,5,5,26,2,1
121014,103,2025-08-02 14:55:17,2025-08-02,Lunch,Drive-Thru,Double Cheeseburger Combo,,1,10.86,0.0,0.81,11.67,Card,2025-08-02,2025,8,August,2,Saturday,14,5,31,3,1
121015,301,2025-06-22 20:25:58,2025-06-22,Dinner,Dine-In,Veggie Burger,Extra Patty,2,5.31,0.0,1.24,15.86,Card,2025-06-22,2025,6,June,22,Sunday,20,6,25,2,1
121016,201,2025-05-08 15:38:02,2025-05-08,Afternoon,Takeout,Bottled Water,,1,1.39,0.0,0.08,1.47,Card,2025-05-08,2025,5,May,8,Thursday,15,3,19,2,0
121017,102,2025-06-06 14:06:38,2025-06-06,Lunch,Drive-Thru,Spicy Chicken Sandwich,,2,5.45,0.0,0.65,11.55,Card,2025-06-06,2025,6,June,6,Friday,14,4,23,2,0
